"","Name","cluster","loc","height","width"
"9193","Lysine",1.90846,1.92375,0.06649,1.8061
"9194","Lysine",1.90846,1.9241,0.0425,1.8061
"9195","Lysine",1.90846,1.93133,0.04582,1.8061
"9196","Lysine",3.02093,3.02083,0.88177,1.4639
"9197","Lysine",3.02093,3.02224,0.18609,1.4639
"9198","Lysine",3.02093,3.02445,0.05985,1.46
"9199","Lysine",3.02093,3.02888,0.01737,1.46
"9200","Lysine",3.02093,3.0301,1.0889,1.4639
"9201","Lysine",3.02093,3.03282,0,1.46
"9202","Lysine",3.02093,3.03388,0.00505,1.46
"9203","Lysine",3.02093,3.04225,0,1.46
"9204","Lysine",3.74993,3.74231,0.56221,1.53
"9205","Lysine",3.74993,3.74954,0.61362,1.53
"9206","Lysine",3.74993,3.75033,0.50337,1.53
"9207","Lysine",3.74993,3.75756,0.55811,1.53
"12055","Proline",1.97868,1.95225,0.0253,1.3212
"12056","Proline",1.97868,1.96057,0.01951,1.3212
"12057","Proline",1.97868,1.9615,0.02135,1.3212
"12058","Proline",1.97868,1.96155,0.02104,1.3212
"12059","Proline",1.97868,1.96171,0.04691,1.3212
"12060","Proline",1.97868,1.96878,0.05874,1.3212
"12061","Proline",1.97868,1.96982,0.03283,1.3212
"12062","Proline",1.97868,1.96986,0.0336,1.3212
"12063","Proline",1.97868,1.97003,0.02659,1.3212
"12064","Proline",1.97868,1.9708,0.06612,1.3212
"12065","Proline",1.97868,1.97096,0.02619,1.3212
"12066","Proline",1.97868,1.97101,0.01288,1.3212
"12067","Proline",1.97868,1.97709,0.06562,1.3212
"12068","Proline",1.97868,1.97803,0.14761,1.3212
"12069","Proline",1.97868,1.97808,0.03638,1.3212
"12070","Proline",1.97868,1.97824,0.05446,1.3212
"12071","Proline",1.97868,1.97911,0.00229,1.3212
"12072","Proline",1.97868,1.97928,0.05257,1.3212
"12073","Proline",1.97868,1.97932,0.07527,1.3212
"12074","Proline",1.97868,1.98026,0.03366,1.3212
"12075","Proline",1.97868,1.98635,0.19951,1.3212
"12076","Proline",1.97868,1.98639,0.03852,1.3212
"12077","Proline",1.97868,1.98655,0.01765,1.3212
"12078","Proline",1.97868,1.98733,0.17159,1.3212
"12079","Proline",1.97868,1.98749,0.06255,1.3212
"12080","Proline",1.97868,1.98754,0.04456,1.3212
"12081","Proline",1.97868,1.98857,0.05308,1.3212
"12082","Proline",1.97868,1.99564,0.09285,1.3212
"12083","Proline",1.97868,1.99581,0.0546,1.3212
"12084","Proline",1.97868,1.99585,0.146,1.3212
"12085","Proline",1.97868,1.99679,0.08238,1.3212
"12086","Proline",1.97868,2.0051,0.05042,1.3212
"12087","Proline",2.01184,1.98621,0.06172,1.4267
"12088","Proline",2.01184,1.99454,0.2139,1.4267
"12089","Proline",2.01184,1.9948,0.02602,1.4267
"12090","Proline",2.01184,1.99481,0.04153,1.4267
"12091","Proline",2.01184,1.99543,0.04706,1.4267
"12092","Proline",2.01184,2.00274,0.0884,1.4267
"12093","Proline",2.01184,2.00313,0.06039,1.4267
"12094","Proline",2.01184,2.00315,0.05346,1.4267
"12095","Proline",2.01184,2.0034,0.09918,1.4267
"12096","Proline",2.01184,2.00376,0.0117,1.4267
"12097","Proline",2.01184,2.00402,0.03828,1.4267
"12098","Proline",2.01184,2.00403,0.23005,1.4267
"12099","Proline",2.01184,2.01107,0.0149,1.4267
"12100","Proline",2.01184,2.01132,0.02058,1.4267
"12101","Proline",2.01184,2.01134,0.05798,1.4267
"12102","Proline",2.01184,2.01173,0.14104,1.4267
"12103","Proline",2.01184,2.01196,0.01046,1.4267
"12104","Proline",2.01184,2.01235,0.00683,1.4267
"12105","Proline",2.01184,2.01236,0.00879,1.4267
"12106","Proline",2.01184,2.01262,0.20279,1.4267
"12107","Proline",2.01184,2.01965,0.05883,1.4267
"12108","Proline",2.01184,2.01967,0.03174,1.4267
"12109","Proline",2.01184,2.01992,0.01447,1.4267
"12110","Proline",2.01184,2.02029,0.00722,1.4267
"12111","Proline",2.01184,2.02054,0.00656,1.4267
"12112","Proline",2.01184,2.02056,0.05592,1.4267
"12113","Proline",2.01184,2.02095,0.08464,1.4267
"12114","Proline",2.01184,2.02826,0.08179,1.4267
"12115","Proline",2.01184,2.02887,0.01914,1.4267
"12116","Proline",2.01184,2.02889,0.01031,1.4267
"12117","Proline",2.01184,2.02914,0.01317,1.4267
"12118","Proline",2.01184,2.03748,0.05976,1.4267
"12119","Proline",2.05851,2.03729,0.14854,1.3008
"12120","Proline",2.05851,2.04544,0.19584,1.3008
"12121","Proline",2.05851,2.04588,0.0349,1.3008
"12122","Proline",2.05851,2.04675,0.14629,1.3008
"12123","Proline",2.05851,2.05353,0.18371,1.3008
"12124","Proline",2.05851,2.05402,0.09464,1.3008
"12125","Proline",2.05851,2.0549,0.12612,1.3008
"12126","Proline",2.05851,2.05534,0.07363,1.3008
"12127","Proline",2.05851,2.06168,0.17063,1.3008
"12128","Proline",2.05851,2.06212,0.12177,1.3008
"12129","Proline",2.05851,2.06299,0.13383,1.3008
"12130","Proline",2.05851,2.06348,0.09541,1.3008
"12131","Proline",2.05851,2.07026,0.14413,1.3008
"12132","Proline",2.05851,2.07114,0.06756,1.3008
"12133","Proline",2.05851,2.07158,0.15771,1.3008
"12134","Proline",2.05851,2.07972,0.10188,1.3008
"12135","Proline",2.33905,2.31667,0.13804,1.2888
"12136","Proline",2.33905,2.32498,0.17479,1.2888
"12137","Proline",2.33905,2.32589,0.12263,1.2888
"12138","Proline",2.33905,2.32766,0.13505,1.2888
"12139","Proline",2.33905,2.33291,0.13844,1.2888
"12140","Proline",2.33905,2.3342,0.11934,1.2888
"12141","Proline",2.33905,2.33597,0.1974,1.2888
"12142","Proline",2.33905,2.33688,0.09227,1.2888
"12143","Proline",2.33905,2.34122,0.16038,1.2888
"12144","Proline",2.33905,2.34213,0.08933,1.2888
"12145","Proline",2.33905,2.3439,0.14192,1.2888
"12146","Proline",2.33905,2.34519,0.12095,1.2888
"12147","Proline",2.33905,2.35044,0.10555,1.2888
"12148","Proline",2.33905,2.35222,0.15173,1.2888
"12149","Proline",2.33905,2.35312,0.11086,1.2888
"12150","Proline",2.33905,2.36143,0.11319,1.2888
"12151","Proline",3.32807,3.31188,0.23481,1.3035
"12152","Proline",3.32807,3.32048,0.271,1.3035
"12153","Proline",3.32807,3.32118,0.20392,1.3035
"12154","Proline",3.32807,3.32636,0.32271,1.3035
"12155","Proline",3.32807,3.32978,0.22122,1.3035
"12156","Proline",3.32807,3.33496,0.362,1.3035
"12157","Proline",3.32807,3.33565,0.30176,1.3035
"12158","Proline",3.32807,3.34425,0.31916,1.3035
"12159","Proline",3.41267,3.39665,0.28153,1.504
"12160","Proline",3.41267,3.40498,0.30219,1.504
"12161","Proline",3.41267,3.4059,0.26733,1.504
"12162","Proline",3.41267,3.41112,0.18942,1.504
"12163","Proline",3.41267,3.41423,0.27353,1.504
"12164","Proline",3.41267,3.41945,0.21338,1.504
"12165","Proline",3.41267,3.42037,0.19026,1.504
"12166","Proline",3.41267,3.4287,0.19305,1.504
"12167","Proline",4.12074,4.11117,0.47435,1.3998
"12168","Proline",4.12074,4.11932,0.45584,1.3998
"12169","Proline",4.12074,4.12216,0.4771,1.3998
"12170","Proline",4.12074,4.13031,0.45757,1.3998
"12653","Sarcosine",2.73137,2.73137,8.94138,1.0032
"12654","Sarcosine",3.60342,3.60342,6.2362,0.9823
