"","ppm","intensity"
"1",0.700131,0.000249194114099868
"2",0.700445,0.000326641016451999
"3",0.700759,0.000354857462124777
"4",0.701072,0.000367134534905045
"5",0.701386,0.000366599574644372
"6",0.7017,0.000406720077680869
"7",0.702013,0.000449967901632538
"8",0.702327,0.000565144615253388
"9",0.702641,0.000835982333006894
"10",0.702771638974727,0.000912307415780164
"11",0.702859424889448,0.000963595840397405
"12",0.702954,0.00101885081431501
"13",0.703268,0.000964242795811913
"14",0.703582,0.000740152775255432
"15",0.703895,0.000474196555338607
"16",0.704209,0.000338378050608461
"17",0.704523,0.000401801450818773
"18",0.704836,0.00062260065514475
"19",0.70515,0.00089061239204688
"20",0.705464,0.00106399641349958
"21",0.705777,0.00102441799185203
"22",0.706091,0.000830388681786545
"23",0.706405,0.000739056849970579
"24",0.706718,0.000793095555125933
"25",0.707026775871937,0.000859329487345068
"26",0.707032,0.000860450088322949
"27",0.707346,0.00101345283237962
"28",0.707659,0.00126774043639872
"29",0.707973,0.00140893840017783
"30",0.708287,0.0013952814574351
"31",0.7086,0.00135347740979014
"32",0.708914,0.00130410610287818
"33",0.709228,0.00120035814558863
"34",0.709541,0.00117650747533736
"35",0.709855,0.00117505118792607
"36",0.710169,0.00106857509127535
"37",0.710482,0.000860004635832022
"38",0.710796,0.000692289594858944
"39",0.711109,0.000745403460974769
"40",0.711423,0.000944390705139732
"41",0.711737,0.00110776431725582
"42",0.71205,0.00114130028240042
"43",0.712364,0.00100424208293929
"44",0.712678,0.000748140299469261
"45",0.712991,0.000568403354795489
"46",0.713305,0.00058972132933734
"47",0.713619,0.000814716982896833
"48",0.713932,0.0010505035997252
"49",0.714246,0.00103509023464797
"50",0.71456,0.000930896851189423
"51",0.714873,0.000927581569516036
"52",0.715187,0.000928398277731318
"53",0.715501,0.000957558474187419
"54",0.715814,0.00104169482253384
"55",0.716128,0.00112451491120971
"56",0.716442,0.00115809953615257
"57",0.716755,0.00105821193858731
"58",0.717069,0.000923413684368893
"59",0.717383,0.000986943911937391
"60",0.717696,0.00113036682142579
"61",0.71801,0.00122868927277995
"62",0.718324,0.0013655422634009
"63",0.718637,0.0014243058541461
"64",0.718682454880256,0.00141035091936447
"65",0.718951,0.00132790587472135
"66",0.719265,0.00112264693253676
"67",0.719578,0.000894480286119721
"68",0.719892,0.000736015405717638
"69",0.720206,0.000702838033449659
"70",0.720519,0.00071948808478778
"71",0.720833,0.000781122928254101
"72",0.721147,0.000805321608633401
"73",0.72146,0.00064802421543235
"74",0.721774,0.00042009985232803
"75",0.722088,0.000415821242662871
"76",0.722401,0.000681795599299857
"77",0.722656604343193,0.000894355501995987
"78",0.722715,0.000942917177332262
"79",0.723028,0.0012051377055702
"80",0.723342,0.00141781406077699
"81",0.723656,0.00146947121896427
"82",0.723969,0.00141609840319271
"83",0.724283,0.00130289044652943
"84",0.724597,0.0011801871610822
"85",0.72491,0.00106907254901065
"86",0.725008098827408,0.00107813184251395
"87",0.725224,0.00109807002263192
"88",0.725538,0.00123661194748668
"89",0.725851,0.00130321109073932
"90",0.726165,0.00118255885837999
"91",0.726479,0.000969786670444309
"92",0.726792,0.000801992886670433
"93",0.727106,0.000727297866676671
"94",0.72742,0.000691729300295566
"95",0.727733,0.00062325698125892
"96",0.728047,0.000582006225695851
"97",0.728361,0.000700333916476314
"98",0.728674,0.000822175064535623
"99",0.728988,0.000780367648418727
"100",0.729302,0.000744494028290469
"101",0.729615,0.00086325396968702
"102",0.729929,0.00105160345319437
"103",0.730243,0.00110697083094315
"104",0.730556,0.00095470292826814
"105",0.73087,0.000674697912764217
"106",0.731184,0.000513612026825294
"107",0.731497,0.000574344544323098
"108",0.731811,0.000710716879051022
"109",0.732125,0.000793599513587014
"110",0.732438,0.000880393894365836
"111",0.732752,0.000988047749451053
"112",0.733066,0.00104432904307168
"113",0.733379,0.00102774942116202
"114",0.733693,0.000976441834191102
"115",0.734007,0.000863772931611805
"116",0.73432,0.000726665068902658
"117",0.734634,0.000638862556717598
"118",0.734877304945867,0.000598664220152597
"119",0.734947,0.000587149348422413
"120",0.735261,0.000524312132956949
"121",0.735575,0.00039617673274972
"122",0.735888,0.000283851837968661
"123",0.736202,0.000248471484801225
"124",0.736516,0.000260375835290138
"125",0.736829,0.00031189734385148
"126",0.737143,0.00045963034907298
"127",0.737450332570881,0.000666995161241951
"128",0.737457,0.00067149383895428
"129",0.73777,0.000784159212068186
"130",0.738084,0.000801762117768194
"131",0.738398,0.000784730402576798
"132",0.738711,0.000755963774947843
"133",0.739025,0.000679245040059174
"134",0.739339,0.000665846601447324
"135",0.739652,0.000786284498606968
"136",0.739966,0.000868251599203324
"137",0.74028,0.000835783154139998
"138",0.740593,0.000693418310462617
"139",0.740709717309211,0.000635873813729478
"140",0.740907,0.000538608607460295
"141",0.741221,0.000526207484933729
"142",0.741534,0.000550288201106882
"143",0.741848,0.000552237707470776
"144",0.742162,0.000520857530743881
"145",0.742475,0.000555112427123706
"146",0.742789,0.000535053034854278
"147",0.743103,0.00037724930265587
"148",0.743416,0.000393527169171774
"149",0.74373,0.00048895602134889
"150",0.744044,0.000511304222268654
"151",0.744357,0.00053502216813905
"152",0.744671,0.000452871625079742
"153",0.744985,0.000342531210652874
"154",0.745042371966502,0.000324387537580384
"155",0.745298,0.000243546113611509
"156",0.745612,1.07464310400859e-05
"157",0.745925,0
"158",0.746239,0
"159",0.746553,0
"160",0.746866,0
"161",0.746917461912185,1.94342921600508e-05
"162",0.74718,0.000118580275764608
"163",0.747319322592653,0.000135704704714651
"164",0.747494,0.000157174667298021
"165",0.747807,4.77264212622764e-05
"166",0.748121,0
"167",0.748435,0
"168",0.748748,0
"169",0.749062,0
"170",0.749376,0
"171",0.749689,0
"172",0.750003,0
"173",0.750317,0
"174",0.75063,0
"175",0.750944,0
"176",0.751258,0
"177",0.751571,0
"178",0.751885,0
"179",0.752199,0
"180",0.752512,0
"181",0.752826,0
"182",0.75314,4.72309623190512e-05
"183",0.753453,1.63456858029562e-05
"184",0.753767,0
"185",0.754081,0
"186",0.754394,0
"187",0.754708,0
"188",0.755022,0
"189",0.755335,0
"190",0.755649,0
"191",0.755963,0
"192",0.756276,0
"193",0.75659,0.000238618228555667
"194",0.756904,0.00035846696178785
"195",0.757217,0.000376774920899568
"196",0.757531,0.000266909299794336
"197",0.757603629865111,0.000217104588671232
"198",0.757844,5.22748025716106e-05
"199",0.758158,0
"200",0.758472,0
"201",0.758785,0
"202",0.759099,0
"203",0.759413,0
"204",0.759726,0
"205",0.759851089230286,2.38724999745666e-06
"206",0.76004,5.99249429775648e-06
"207",0.760354,0.000214437486403663
"208",0.760667,0.000346159639592792
"209",0.760742323416725,0.000336629347264992
"210",0.760981,0.000306430801987456
"211",0.761295,0.00019149259894513
"212",0.761608,9.65778334831185e-05
"213",0.761609371397104,9.64684035841143e-05
"214",0.761922,7.15223712985514e-05
"215",0.76210015863451,9.52835007510393e-05
"216",0.762236,0.000113400749344094
"217",0.762549,0.000148266519327332
"218",0.762863,0.000115590549136053
"219",0.763177,1.81976526629748e-05
"220",0.76349,0
"221",0.763804,0
"222",0.764118,0
"223",0.764431,0
"224",0.764745,1.82294970150887e-05
"225",0.765059,8.60019154541822e-06
"226",0.765372,0
"227",0.765493531234057,4.36708364158706e-06
"228",0.765686,1.1283225041647e-05
"229",0.766,2.11747080041167e-05
"230",0.766313,4.19113638665165e-05
"231",0.766627,0.000153997249969062
"232",0.766941,0.000403434751806733
"233",0.767254,0.000607324812755504
"234",0.767568,0.00058064985047727
"235",0.767882,0.000526889172781564
"236",0.768195,0.000524831832698396
"237",0.768509,0.000501035820686933
"238",0.768823,0.000501503508256598
"239",0.769136,0.000535919715321445
"240",0.76945,0.000649177105489374
"241",0.769763,0.000851666668053085
"242",0.770077,0.0010465417371625
"243",0.770391,0.00107430787052865
"244",0.770704,0.000948987799616371
"245",0.771018,0.000744830852760151
"246",0.771332,0.000507435842600659
"247",0.771645,0.000316600603447728
"248",0.771959,0.00011512510133931
"249",0.772273,0
"250",0.772586,0
"251",0.7729,9.97668918397257e-05
"252",0.773214,0.000396055833282015
"253",0.773527,0.000708741469110624
"254",0.773841,0.000907080740800029
"255",0.774155,0.000896749017451991
"256",0.774468,0.000874365584677653
"257",0.774782,0.0009260838451218
"258",0.775096,0.000947591828495528
"259",0.775409,0.000857074263899268
"260",0.775586783705695,0.000831958115490611
"261",0.775723,0.000812714345933222
"262",0.776037,0.000910451021054869
"263",0.776274137396769,0.000952974440409817
"264",0.77635,0.00096657810366363
"265",0.776664,0.000978270974492047
"266",0.776978,0.000975491685701769
"267",0.777291,0.000947950334321431
"268",0.777605,0.000872343224078256
"269",0.777919,0.00076117979264591
"270",0.778232,0.0006372594455786
"271",0.778546,0.000488072856342516
"272",0.77886,0.000377982840791835
"273",0.779173,0.000428653234238244
"274",0.779487,0.000599327720005743
"275",0.779801,0.000651621982975917
"276",0.780106668331613,0.000633585032960627
"277",0.780114,0.000633152404119012
"278",0.780428,0.000631686429308
"279",0.780742,0.000627047674787594
"280",0.781055,0.000552956642715713
"281",0.781369,0.000304495995166256
"282",0.781682,7.35434731799159e-05
"283",0.781996,1.41460359726919e-05
"284",0.78231,8.9481745507766e-05
"285",0.782623,0.00022520052961774
"286",0.782937,0.000316687691446086
"287",0.783251,0.000301497242787235
"288",0.783564,0.000193752693184077
"289",0.783878,4.51056847318777e-05
"290",0.784192,0
"291",0.7844967469234,0
"292",0.784505,0
"293",0.784819,0
"294",0.785133,0.000190136785363035
"295",0.785446,0.000366709597259843
"296",0.78576,0.000475848117552326
"297",0.786074,0.000499696249619069
"298",0.786387,0.000519262333649394
"299",0.786701,0.000606374437980818
"300",0.787015,0.000726530915184923
"301",0.787328,0.000767853558823165
"302",0.787642,0.00073669795752914
"303",0.787956,0.000767338174559315
"304",0.788269,0.000843128676600819
"305",0.788583,0.00075736208626548
"306",0.788897,0.000554930931479957
"307",0.78921,0.000443047004401141
"308",0.789524,0.000436640848394826
"309",0.789838,0.000490012874047122
"310",0.790151,0.000535370314064436
"311",0.790465,0.000598841615933555
"312",0.790779,0.000679922355131631
"313",0.791092,0.000683480712345494
"314",0.791406,0.000656729480879765
"315",0.79172,0.00047739955486744
"316",0.792033,0.000155377351013839
"317",0.792347,0
"318",0.79266,0
"319",0.792974,0
"320",0.793288,0.000106174200915546
"321",0.793601,0.000238198598458079
"322",0.793915,0.000229649168053275
"323",0.794229,0.000152454836324936
