"","ppm","intensity"
"1",0.700193,0.215841006359715
"2",0.700507,0.213241657271969
"3",0.700821,0.210536526951656
"4",0.701135,0.207893044226098
"5",0.701448,0.205178352723057
"6",0.701507476437418,0.204683295720047
"7",0.701762,0.202564747979837
"8",0.702076,0.200156764427206
"9",0.702389,0.19781664280113
"10",0.702703,0.195536498908994
"11",0.703017,0.193168151640103
"12",0.703135685948621,0.192222953330231
"13",0.70333,0.190675463378109
"10839",0.703644,0.188297553424504
"14",0.703958,0.186097146837365
"15",0.704272,0.18395161212594
"16",0.704585,0.181913717791713
"17",0.704899,0.179873452165461
"18",0.70513475380394,0.178334317320398
"19",0.705213,0.177823481673898
"20",0.705526,0.175848730993079
"21",0.70584,0.173961339969766
"22",0.706154,0.172112261924284
"23",0.706467,0.170363718492214
"24",0.706721281307426,0.168934471009069
"25",0.706781,0.168598808148427
"26",0.707095,0.166852026554294
"10840",0.707408,0.165195051290985
"27",0.707722,0.163477889056675
"28",0.708036,0.161792993462932
"29",0.70835,0.160194859254177
"30",0.708663,0.158659707393987
"31",0.708977,0.157069607196062
"32",0.709291,0.155567030566256
"33",0.709604,0.154308031652681
"34",0.709918,0.152976607099007
"35",0.710232,0.151598468259593
"36",0.710405269190058,0.150847593371432
"37",0.710545,0.150242059541366
"38",0.710857041808548,0.148971517226449
"10841",0.710859,0.148963544047754
"39",0.711173,0.147606221342151
"40",0.711487,0.146284461577209
"41",0.7118,0.145109129870472
"42",0.712114,0.143758263401827
"43",0.712428,0.142410051751798
"44",0.712741,0.14111494750194
"45",0.713055,0.1398828395078
"46",0.713369,0.138660321491616
"47",0.713682,0.137408251756348
"48",0.713996,0.136288039143487
"49",0.71431,0.135159753270337
"50",0.714624,0.133973923555713
"51",0.714937,0.132872760691599
"52",0.715251,0.131784712578409
"53",0.715565,0.130643281323195
"54",0.715878,0.129597374104154
"55",0.716192,0.12859274125023
"56",0.716506,0.127609462149144
"57",0.716819,0.126595859791611
"58",0.717133,0.125534772305933
"59",0.717447,0.124512212376595
"60",0.71776,0.123456033519761
"61",0.718074,0.122534396576382
"62",0.718388,0.1215968808509
"63",0.718702,0.120623964486081
"64",0.719015,0.119649278690953
"65",0.719329,0.118729495599993
"66",0.719643,0.118012739599698
"67",0.719749860676596,0.117755267528682
"68",0.719956,0.117258591668066
"69",0.72027,0.116336784964868
"70",0.720584,0.115466892553195
"71",0.720653051314549,0.11528182871113
"10842",0.720774545015285,0.11495621447494
"72",0.720897,0.114628023909714
"73",0.721211,0.113820902934316
"74",0.721525,0.113002464746023
"75",0.721839,0.112289290986371
"76",0.722152,0.111629570403315
"77",0.722466,0.110938432947219
"78",0.72278,0.110259953738143
"79",0.723093,0.109723985091147
"80",0.723407,0.10917972488904
"81",0.723721,0.10858822886917
"82",0.724034,0.107998469764699
"83",0.724348,0.107374324268683
"84",0.724662,0.106781293149421
"85",0.724976,0.106240158086261
